id,nearest_mcp,amenities_mcp,features_mcp
cardid72676273,"bhausaheb vartak college, aditya educational campus, vivek vidyalaya, dahisar railway station, borivali railway station, vijay sales, inorbit mall, movietime: the hub mall, xth central mall, dmart ready, nirlon knowledge park, wadhwa techno park, sureshwari it park, nesco it park, mindspace malad, suvidha hospital & polyclinic, pooja hospital, pooja hospital","club house, power back up, swimming pool, lift, security, park, reserved parking, gymnasium, indoor games room, fire fighting equipment, intercom facility","vitrified tiles or equivalent flooring., cooperative doors with laminated shutters and teak wood frames., p.o.p. wall finish., plastic emulsion paint., anodized aluminum sliding windows with tinted glasses., granite kitchen platform with stainless steel sink., service platform of granite., ceramic tiles of reputed make up to door height., provision for geyser and water purifier., designer toilets with ceramic tiles dado of reputed make., anti - skid flooring tiles., granite / green marble door frames with laminated door shutters., g.i./ p.p.r./c.p.v.c. concealed plumbing with jaquar fittings., hot & cold water mixer arrangement in all bathrooms., concealed copper wiring with modular switches., t.v./ cable outlets in living room & bedrooms., a.c. point and arrangement for fixing a.c. in bedrooms., telephone socket in living room & bedrooms., mcb and elcbs., connectivity, chhatrapati shi..., goregaon, d n nagar, versova, infrastructure, oberoi mall, western express..., infiniti mall -..., kokilaben dhiru..., neighborhood, jogeshwari east, malad west, goregaon east, jogeshwari west, project usp:-, goregaon west is a planned and well-developed locality in the mumbai city. the railway line is a major source of transport along with highways and roads connecting the entire city. it is well connected with the airport, along with the high-end entertainment zones and hotels., 100% power backup with residences, the area boasts a welcoming community with diverse religious harmony excellent public transportation and reliable electricity it offers access to temples schools hospitals banks and recreational parks high quality educational and medical facilities are available along with shopping and entertainment options persistent parking issues inadequate garbage facilities poorly maintained roads high pollution levels noise from metro traffic and frequent traffic jams due to construction are significant drawbacks"
cardid71932731,"hiranandani foundation school, indian institute of technology (iit), the hub mall, oberoi mall, huma mall, r city mall, kensington sez, nirlon knowledge park, vakratunda corporate park, hiranandani business park, seepz sez, h b t trauma care municipal hospital","club house, power back up, swimming pool, lift, security, reserved parking, visitor parking, banquet hall, gymnasium, indoor games room, indoor squash & badminton courts, multipurpose courts, meditation area, waste disposal, fire fighting equipment, cycling & jogging track, intercom facility, flower gardens, recreational pool, early learning centre, kids play pool with water slides","goregaon railwa., malad railway s., oberoi internat., oberoi mall, film city road, st. pius x coll., nande, nerhe, godambewadi, hospital state of the art medical centre, school lakshadham high school, yashodham high school, oberoi international high school, gokuldham high school & junior college, shopping center oberoi mall, temple radhakrishna temple, market gokuldham market"
cardid72949869,"pillai college of engineering, kendriya vidyalaya ongc, st. joseph?s high school, dav public school, pillai s institute of management, panvel railway junction, shree saibaba mandir, nr.panvel railway station., mansarovar railway station, panvel railway station, big bazaar, acwe mall (best buy), orion mall, panvel, orion mall, hiranandani business park, navi mumbai special economic zone, prachin healthcare multi-speciality hospital","club house, cafeteria/food court, jogging and strolling track, power back up, swimming pool, lift, security, park, reserved parking, visitor parking, bank & atm, banquet hall, gymnasium, indoor games room, aerobics room, piped gas, rain water harvesting, water storage, meditation area, waste disposal, conference room, multipurpose hall, badminton court, event space & amphitheatre, fire fighting equipment, cycling & jogging track, flower gardens, library and business centre, ro water system, cctv camera, volleyball court, earth quake resistant, half basketball court, fire sprinklers, entry exit gate","rcc frame structure with brick/block masonry will be provided., all roofs will be waterproof., flush door shutters will be provided., powder coated aluminium windows with clear/tinted glass., vitrified tiles in living & dining and vitrified tiles in all other rooms. the toilets and kitchen will be provided with vitrified tiles antiskid tiles will be provided in the balcony/deck areas (wherever applicable)., granite kitchen platform top with  high vitrified tile dado will be provided. stainless steel sink will be provided. provision for geyser and water purifier (electrical and plumbing connections only)., there would be glazed tiles on the walls wcs, washbasins shall be american standard/ parryware/hindware or equivalent. cp fittings shall be parryware/grohe or equivalent., provision for hot and cold water in the shower area. all toilets will have concealed plumbing., concealed copper wiring with modular switches elcb and mcb. power supply would be 3 phase., all internal walls will have a gvp plaster finish with acrylic distemper., electricity meters (as applicable) will be provided to each residential unit and the cost of each will be recovered separately., flooring for all common areas & staircases will be of kota stone or equivalent. the main entrance lobby would be in marble., elevators (kone/schindier/otls/thyssenkrupp/johnson/city lifts) shall be provided., authority approval: rera, hiranandani fortune city is nestled in panvel, indias fastest growing business corridor., as part of the panvel-vashi-alibaug golden triangle of opportunities, the property is on an overwhelming growth trajectory, location advantages: strategically located off the mumbai-pune expressway; touted as india's fastest growing business corridor, located in close proximity to commercial & industrial hubs like cbd belapur, taloja, turbhe, kopar khairne, ghansoli & airoli, new railway lines under construction; the panvel-karjat suburban corridor, development of the trans-harbor sea link, widening of the sion-panvel highway & the panvel terminus is expected to boost connectivity & reduce travel times, the navi mumbai international airport is under development, expected to be operational by 2022, test runs of the belapur-panvel metro corridor has commenced, vashi is  away, with easy access to a lot of entertainment venues & shopping destinations, international schools & reputed universities are within  of hiranandani fortune city, major banks, healthcare facilities & restaurants are located close to the township, featuring a spacious 4-lakh square feet podium, easy access to the 8-lane sion panvel expressway, convenient connectivity via water transport from radio club to nmia/belapur., cricket enthusiasts' delight: automated bowling, hiranandani fortune city offers a high quality living experience with its spacious apartments and comprehensive amenities the serene well planned environment is a big draw for families seeking a peaceful lifestyle the distance from major cities and concerns about air pollution and construction noise have been points of contention for some"
cardid73083693,"st. pius x college, oberoi international school, neet coaching (dr. maulini's classes), ram mandir railway station, borivali railway station, borivali railway station, dmart ready, oberoi mall, nesco it park, infinity it park, sanjay gandhi national park, nirlon knowledge park, apex multispeciality hospitals, ellait hospital, ashtavinayak hospital","club house, jogging and strolling track, power back up, lift, security, reserved parking, gymnasium, indoor games room, indoor squash & badminton courts, meditation area, multipurpose hall, fire fighting equipment, cycling & jogging track, intercom facility, library and business centre","earthquake resistant r.c.c frame structure design, vitrified tiles flooring in living, kitchen and bedrooms, ceramic tile flooring in toilets, plastic paint for walls, patented water proofing, powder coated aluminium sliding windows, laminated flush doors, granite kitchen platform, stainless steel sink, ceramic tile dado, washing machine point, concealed plumbing, designer ceramic tiles, stp, concealed copper wiring in entire flat, mcb swiches in main board, provision for cable tv, dg back up, designer finish entrance lobby, automatic lifts of reputed make, podium and covered car parking, connectivity, borivali railwa., kandivali railw., dahisar station, infrastructure, don bosco high., raghuleela mall., the family hosp., mk college, neighborhood, rajendra nagar, jai jawan nagar, jaya nagar, the area offers excellent connectivity wide roads and proximity to international schools making it desirable for future demand it has a peaceful environment good infrastructure and essential amenities within  it faces challenges such as heavy traffic congestion inadequate security poor infrastructure mosquito infestations noise pollution and a lack of nearby schools and playgrounds"
cardid72060957,"atharva educational trust, thakur college of engineering technology, vidyalankar classes - kandivali | iit jee, malad railway station, kandivali railway station, star bazaar, growel 101 mall, raghuleela mega mall, xth central mall, growel's 101 mall, bandongri, mindspace malad, infinity it park","power back up, swimming pool, lift, security, park, reserved parking, service/goods lift, visitor parking, maintenance staff, rain water harvesting, water storage, multipurpose courts, meditation area, waste disposal, fire fighting equipment, kids club, dth television facility, flower gardens, activity deck4",the society is secure with guards and cctv and the resident chief is experienced in community management surya gokul garden is located in a prime area of kandivali east mumbai with easy access to schools shopping centers and public transport it lacks essential amenities like shops a gym a large garden a children s club and a swimming pool
cardid72799399,"sp jain institute of management research, vidyalankar classes - andheri | iit jee, mht-cet, neet, engineering, andheri railway station, versova metro station, kamdhenu, mega mall, yasin's food inn, pvr - citi mall, fun republic mall, maruti business park, apna bazar cooperative, bianca park, masjid al salaam millat nagar, lallu bhai park, lallu bhai park","club house, jogging and strolling track, power back up, lift, security, park, reserved parking, service/goods lift, visitor parking, maintenance staff, gymnasium, rain water harvesting, water storage, indoor squash & badminton courts, meditation area, waste disposal, fire fighting equipment, cycling & jogging track, private terrace/garden, intercom facility, dth television facility, flower gardens, recreational pool, ro water system, internet/wi-fi connectivity, early learning centre","near market, everything on your door step., andheri west is a desirable residential area with excellent connectivity amenities and public transportation it offers  electricity and water supply along with a strong police presence it faces hygiene issues during monsoons due to drainage problems leading to poor air quality residents also experience frequent nighttime power outages and encounter heavy traffic and parking challenges during peak hours"
cardid72806399,"ganapatrao kadam marg high school upper worli, patil international school, lower parel railway station, currey road station, big bazaar, inox nakshatra mall, palladiumand mall, atria mall, sahakari bhandar, centurion, shobha hospital","club house, jogging and strolling track, swimming pool, lift, bank & atm, gymnasium, indoor games room, conference room, fire fighting equipment, coffee lounge & restaurants, library and business centre","master bedroom-walls, acrylic emulsion, master bedroom-flooring, vitrified tiles, fittings & fixtures, wardrobes, air conditioner fittings, other bedrooms-flooring, walls, living area-flooring, bathroom, shower panel, geyser, premium bath fittings, exhaust fan, structure, rcc frame structure, connectivity, elphinstone roa., lower parel, infrastructure, high street pho., atria the mille., king edward mem., esis hospital, neighborhood, prabhadevi, dadar west, lower parel wes., the residential tower is praised for its premium positioning in one of asia s most sought after locations and features spacious floor plans with thoughtfully designed units residents appreciate the flexibility to choose between sea views and city views combined with the quality construction standards delivered by the raheja group"
cardid72275981,,,
cardid72950819,"radhasai iit neet coaching mumbai, holy cross high school, general education academy, vidyalankar classes - chembur | iit jee, high street phoenix, food bazaar, sahakari bhandar, r.k. studio, peninsula business park, peninsula corporate park, marathon futurex, india bulls finance centre, maitri park, sandu garden",,the mumbai port trust colony in chembur east boasts excellent connectivity nearby amenities and a well maintained community with dedicated security residents benefit from green spaces and low crime rates limited parking causes congestion and noise pollution from traffic along with frequent power cuts disrupts daily life additionally aging infrastructure leads to maintenance issues including irregular water supply and poor water quality
cardid68770493,,,
cardid72815761,"anjumaniislam mhsaboo siddik college of engineering, regina pacis convent high school, orchids the international school, st. agnes' high school, christ church school, byculla railway station (central line), palladium mall, heera panna shopping centre, mazgaon dock shipbuilders, world trade centre, maker chambers, indiabulls finance centre, peninsula corporate park","club house, jogging and strolling track, power back up, swimming pool, lift, security, park, reserved parking, service/goods lift, visitor parking, gymnasium, indoor games room, piped gas, rain water harvesting, indoor squash & badminton courts, multipurpose courts, meditation area, premium branded fittings, waste disposal, located in the heart of city, large open space, grand entrance lobby, multipurpose hall, kids play area, library, event space & amphitheatre, fire fighting equipment, coffee lounge & restaurants, cycling & jogging track, private terrace/garden, intercom facility, flower gardens, kids play pool with water slides, barbeque space, cricket net practice, high ceiling, earth quake resistant, skydeck, kids splash pool, sea facing","living/dining-imported marble, master bedroom-laminated wooden flooring, other bedroom-imported marble, fitting electrical-concealed copper wiring, toilets-cp fittings, kitchen-granite platform with stainless steel sink, wall & ceiling interior-putty on walls, exterior-acrylic paint, kitchen- ceramic tiles dado, panoramic views  of rani baug, the eastern harbour and the cityscape, premium amenities and facilities spread over 1 lac sq (9, 290 sq.mt) area, arav - tallest tower of byculla is now ready-to-move-in, avyan tower delivered, lower parel business district, nariman point business district, st. mary's school, aditya birla world academy, itc grand central, the st. regis mumbai, royal western india turf club, the willingdon sports club, masina hospital, wockhardt hospital, mumbai domestic airport, mumbai international airport, atal bihari vajpayee sewri-nhava sheva atal setu (mthl), reviewers praise piramal aranya for its impressive tower size ample space and comprehensive amenities including a garden gym cricket and football areas and views of the arabian sea the project s luxurious and ambitious development in byculla is also favorably mentioned"
cardid72822269,,,
cardid68805279,"ymt ayurvedic college, mindseed preschool balasaheb thackrey law college, al safa english medium school, kaleskar english medium school, kaleskar english medium school, taloja panchnand railway station, upcoming- taloja metro station, upcoming- taloja metro station, taloja panchnand railway station, navda phata, inox glomax mall kharghar, mahalaxmi mall, seawoods grand central mall, little world mall, mahalaxmi mall, reliance corporate park, reliance corporate park, international infotech park, international infotech park","club house, power back up, lift, reserved parking, maintenance staff, flower gardens","vitrified flooring in all rooms, anti-skid tiles in toilet and bathroom, granite kitchen platform with parallel service platform, stainless steel sink and sink mixture, provisions for exhaust fan and water purifier, gypsum, pop finished internal walls with premium plastic paints, video door phone security system in each flat with camera at entry gate, attractive main door with elegant big handles and locks, anodized aluminum sliding windows with tinted glass, marble and granite window sill, branded concealed copper wiring with isolater, mcb, 3 phase electric meter for  and 1 phase electric meter for, tv, telephone and internet points in all rooms, ac point in bedrooms, designer bathrooms with branded sanitary ware, concealed plumbing with premium cp fittings, geyser connection to all bathrooms, earthquake resistant rcc frame structure, ewa coats of external plaster with good quality sand or roofit mix, premium quality pure acrylic external paint for budding, connectivity: navade road, taloja panchand, science park, sector 11, infrastructure: mumbai highway, national highwa..., sanjivani inter..., neighborhood: kalamboli, kharghar, kamothe, usp: taloja is a census town in raigad district in maharashtra. mumbai is a densely populated city that is highly congested hardly leaving any land for further construction plans. the fact that it was rated the costliest city to have a house in does not stop the nation's property buyers from investing here making it the top localities for investments., taloja has seen significant infrastructural improvements making it an attractive and affordable locality in navi mumbai it offers modern amenities lower property prices and spacious living options along with good schools hospitals and dining choices the area is safe has a low crime rate and features green spaces prolonged construction projects cause traffic jams and noise while water supply issues and unreliable electricity persist during peak summer months"
cardid70877341,,,
cardid70053083,"atharva educational trust, mira road railway station, dmart ready, infiniti mall malad, nesco it park, nirlon knowledge park, malad industrial estate, sai krupa hospital","club house, bar/lounge, jogging and strolling track, power back up, swimming pool, lift, security, park, reserved parking, banquet hall, gymnasium, indoor games room, piped gas, water storage, meditation area, waste disposal, fire fighting equipment, intercom facility, flower gardens, library and business centre, air conditioned, vaastu compliant","living, dining: italian marble flooring., master bedroom: italian marble flooring., other bedroom: italian marble flooring., toilet: imported., toilets:  german kohler sanitary fittings., toilets: designer bathrooms with imported tiles., dahisar east is a very good locality., it is near well connected to jain daherasar., it is near to vegetable market and shopping malls., india's first residential development with a water-themed concept, entry in lobby via swipe card, residents appreciate the well designed gated community with excellent recreational amenities including water bodies swimming pools and gym facilities the property is noted for its aesthetic appeal good lighting clean and well maintained common areas polite staff and vibrant community celebrations of cultural festivals"
cardid71112881,"rd national college, st. andrew?s college, rizvi educational complex, bandra worli sea link, bandra railway station, khar road railway station, silver beach cafe, dheeraj heritage, db mall, link square mall, sahakari bhandar, navrang theatre, bandra kurla complex, indiabulls finance centre, peninsula business park","club house, power back up, swimming pool, lift, security, park, reserved parking, maintenance staff, gymnasium, indoor games room, rain water harvesting, indoor squash & badminton courts, private terrace/garden, intercom facility, flower gardens, vaastu compliant",gulmohar colony provides a vibrant lifestyle with six metro stations and approximately seventy hospitals ensuring excellent access to education and healthcare the area includes numerous play schools malls and markets within a  radius the well maintained society features cctv surveillance and is easily accessible from the airport and railway station complemented by multiple parks making it an ideal choice for families
cardid72596461,"rao iit academy, mulund college of commerce, akruti one world mall, sahakari bhandar, korum mall, r mall, metro mart nx, mindspace airoli, wellington business park 1, technopolis knowledge park, solitaire corporate park, rustomjee central park, sevenhills hospital, lt hospital, carewell nursing home","club house, cafeteria/food court, bar/lounge, jogging and strolling track, outdoor tennis courts, barbeque pit, power back up, swimming pool, lift, security, park, reserved parking, service/goods lift, visitor parking, maintenance staff, bank & atm, banquet hall, gymnasium, indoor games room, aerobics room, laundry service, piped gas, rain water harvesting, water storage, indoor squash & badminton courts, arts & craft studio, multipurpose courts, meditation area, waste disposal, conference room, event space & amphitheatre, fire fighting equipment, coffee lounge & restaurants, cycling & jogging track, private terrace/garden, dance studio, intercom facility, guest accommodation, kids club, concierge services, dth television facility, flower gardens, library and business centre, recreational pool, rentable community space, retail boulevard (retail shops), ro water system, air conditioned, canopy walk, vaastu compliant, internet/wi-fi connectivity, activity deck4, outdoor tennis courts, early learning centre, kids play pool with water slides, cctv camera","lavish 4 fixture master bathroom, motion sensors for automated lighting, european / american bath fittings by grohe/kohler, imported fitted kitchen with hob and hood, separate utility and store rooms, imported marble and designer tile finishes in bathrooms, italian marble flooring in living room, dining and passage, connectivity: andheri, magicbricks wes..., infrastructure: western express..., infiniti mall, st. mary's high..., sevenhills hosp..., iit bombay, neighborhood: amboli, raheja vihar, vile parle, usp: spread across 4., 5.57k sq of landscape greens, international standard six-tier security, landscape design by sitetectonix - singapore, expansive  of green landscape with zero vehicle movement., cabanas provided for unwinding and relaxation, spa treatment room for relaxation, 100% power backup with residences, the society offers a peaceful living environment with great location benefits and green spaces people experienced some dissatisfaction with the amenities and the burden of extra costs due to water supply issues the ongoing construction and delayed provision of promised facilities also affected the overall contentment of the residents"
cardid69847431,,,
cardid51276244,"kv thane, trimurti english high school and junior college, rainbow international school, dr vn bedekar institute of management studies, shreerang vidyalaya, teen hath naka, thane railway station, shivaji chowk / kalwa naka, bramand metro station, korum mall, reliance smart, shoppers stop, d mart kavesar, manik smruti, cadbury junction, castle mill, court naka, castle mill, thane civil hospital, thane civil hospital",,the area is clean well maintained and offers excellent public transport including trains and buses it features friendly community support tight security and convenient access to markets and restaurants key amenities like hospitals atms and banks are nearby traffic congestion pollution poor road conditions and a lack of schools or hospitals are notable drawbacks ongoing metro construction and limited parking further complicate transportation options
cardid71815963,,,
cardid72708937,"veer bhagat singh vidyalaya, rajiv gandhi institute of technology, hypercity, croma, inorbit mall, bhag laxmi jewellers, d mart, andheri midc, nesco it park, veera desai industrial estate, choksi hospital, surana hospital & research centre, church malad west","lift, reserved parking, fire fighting equipment",the area has excellent infrastructure with no water shortage or pollution and features well maintained roads frequent police patrolling and various schools within  essential retail shops including 24 7 medical stores and restaurants are nearby a prominent jain temple attracts visitors and public transport malls and recreational facilities are easily accessible severe traffic jams occur during peak hours and there is a significant stray dog problem including bites along with only one congested gym
cardid72824719,,,
cardid72174919,,,
cardid72121643,"ryan international school, st. xavier's high school& junior college, terna engineering college, ryan international school, terna engineering college, nerul railway station, nerul railway station, jewel of navi mumbai, bluestone seawoods grand central mall, inorbit mall vashi, seawoods grand central mall, raghuleela mall, shiv sena office, international infotech park, haware fantasia business park, millennium business park, reliance corporate park, meenatai thackeray hospital",,the locality offers excellent amenities including gardens schools and hospitals with essential services within walking distance it features a clean environment a children s park and accessible public transport frequent parking issues exist for vehicles and there is no metro or nearby bus depot the area also faces high pollution poorly maintained atms and a lack of recreational spaces for children despite a peaceful atmosphere and regular maintenance
cardid72945639,,,
cardid71688093,"nirmala memorial foundation school, parel village bus stop, cotton green railway station, parel village bus stop, mindspace malad, nirlon knowledge park, santhashree shantram foundation rajkamal kalamandir hospital","swimming pool, gymnasium, indoor games room, grand entrance lobby, air conditioned","thoughtfully-planned residences quite unlike any in the vicinity., featuring world-class design, the finest amenities., 80% open spaces., location advantage: hospitals: k.e hospital, tata memorial hospital, nowrosjee wadia maternity hospital, global hospital, hotels: itc grand central hotel, the st. regis, four seasons hotel, railway stations: parel, prabhahdevi, dadar station, temple: shree siddhivinayak temple, entertainment hubs: high street phoenix, palladium, kamala mills, corporate hubs: peninsula business park, peninsula corporate park, empire mills, india bulls centre, one indiabulls center, urmi estate, lodha supremus, schools: kamaladevi gobindram, tahiliani high school, christ church school, jbcn international school, lodha primo stands at a prime location in parel, just a short distance away from major corporate hubs, 5-star hotels, near schools, major railway stations."
cardid72435595,"atharva educational trust, mira road railway station, dmart ready, infiniti mall malad, nesco it park, nirlon knowledge park, malad industrial estate, sai krupa hospital",,
cardid71084627,,,
cardid70175461,"lokhandwala foundation school, thakur college of engineering, silica mulund, mumbai- best coaching class, st marys convent high school mulund west, malad railway station, kandivali railway station, mulund railway station, panch rasta, centrium mall, jawahar talkies, big bazaar, star market, nirmal lifestyles, infinity it park, nesco it park, nirlon knowledge park, ecstasy business park, business park",,mulund west offers excellent connectivity to train and bus services along with proximity to schools hospitals and shopping malls the community is peaceful and secure featuring well maintained infrastructure and stunning views high rental costs are not justified by amenities and the lack of parking leads to congestion the area is densely populated often feeling overcrowded and suffers from poor water quality necessitating filtration for drinking
cardid70195991,"sree narayana guru international school, apeejay school nerul, dav nerul, dps nerul, bamandongri railway station, gavhan phata, kharkopar railway station, inorbit mall, seawoods grand central mall, reliance smart point, raheja arcade, reliance corporate park, balaji hospital","lift, security, gymnasium, cycling & jogging track, intercom facility, cctv camera","living/dining vitrified tiles master bedroom vitrified tiles other bedroom vitrified tiles kitchen vitrified tiles toilets vitrified tiles, toilets concealed plumbing, branded sanitary fittings kitchen granite platform with stainless steel sink doors decorative laminated door, kitchen ceramic tiles dado up to  height above platform toilets glazed tiles dado up to  height above platform"
cardid71166855,,,
cardid72137831,"st. pius x college, oberoi international school, neet coaching (dr. maulini's classes), ram mandir railway station, borivali railway station, borivali railway station, dmart ready, oberoi mall, nesco it park, infinity it park, sanjay gandhi national park, nirlon knowledge park, apex multispeciality hospitals, ellait hospital, ashtavinayak hospital","swimming pool, lift, security, banquet hall, gymnasium, indoor games room, meditation area, multipurpose hall, cycling & jogging track, private jaccuzi, aesthetically designed landscape garden","imported marble flooring for living, dining, kitchen and all bedrooms, vitrified/ceramic tiles for bathroom flooring and dado, wash basin counters, vitrified/ceramic tiles dado  high above kitchen platform, kitchen platform with stainless steel sink and drain board, imported marble for master bathroom flooring and dado, anti-skid tiles in the balcony areas (wherever applicable), aluminium windows, concealed plumbing, branded c.p. fittings, branded electrical switches, video door phone, laminated flush doors, ground + 39 floors including 5 podium, colonnade (connected grand lobbies), 7 levels of parking, of central landscaped courtyard, contemporary design, vastu compliant, modern gated community, international consultants, security, premium finishes, a modern & secure gated community in prime borivali location, breathtaking views overlooking sanjay gandhi national park, unmatched connectivity - direct access to western express highway, walking distance from magathane metro station, spacious, vaastu-compliant homes with 6-foot-deep balconies, designed for comfort - large windows for natural light & ventilation, luxury living - walk-in wardrobes for an elegant touch, expansive  central courtyard for calm & comfort, indulge in  world-class amenities for wellness & recreation, towering presence - ground + 49 floors, including 5 podia, magathane metro station -, borivali railway station -, off western express highway carnival cinemas -, evershine dream park -, inox -, growels mall -, pvr -, seven star multi-speciality hospital -, surbhi life care hospital -, apex multi-speciality hospital, children's academy school -, cambridge school -, chatrabhujnarsee school -, western edge -, gundecha solitaire -, mahindra & mahindra -, agora business plaza -, wadhwa technopark -, rivali park stargaze in borivali east mumbai is a well maintained residential complex with spacious apartments good construction quality and proximity to the magathane metro station and the highway"
cardid73086875,"udayachal high school, abhay international school, d mart, r city mall, dmart, lodha ithink techno campus",,
cardid69419963,,,
cardid72489873,,,
cardid71923429," andheri railway station, versova metro station, laxmi business park, nirlon knowledge park, nesco it park, veera desai indsutrial estate","club house, cafeteria/food court, bar/lounge, jogging and strolling track, outdoor tennis courts, barbeque pit, power back up, swimming pool, lift, security, park, reserved parking, service/goods lift, visitor parking, maintenance staff, bank & atm, banquet hall, gymnasium, indoor games room, aerobics room, laundry service, piped gas, rain water harvesting, water storage, indoor squash & badminton courts, arts & craft studio, multipurpose courts, meditation area, waste disposal, conference room, event space & amphitheatre, fire fighting equipment, coffee lounge & restaurants, cycling & jogging track, private terrace/garden, dance studio, intercom facility, guest accommodation, kids club, concierge services, dth television facility, flower gardens, library and business centre, recreational pool, rentable community space, retail boulevard (retail shops), ro water system, air conditioned, canopy walk, vaastu compliant, internet/wi-fi connectivity, activity deck4, outdoor tennis courts, early learning centre, kids play pool with water slides","huge club house that has indoor games, gym and swimming pool., penthouses providing spectacular views., central park that is landscaped beautifully., located on eastern express highway., well-equipped aerobics studio., close to powai business hub., vikhroli central railway station only  away., the international airport only  away., many good hospitals located nearby., many good educational institutions located nearby., phoenix market city, r city and many other shopping malls located nearby., larsen and toubro carrying out the construction of the project., located at vikhroli, mumbai., from powai., from vikhroli railway station., from the bus terminus on lbs marg., from the proposed metro terminus, ghatkopar., from the sion-panvel expressway., from the international airport., the trees is located bang on eastern express highway which connects to vashi, thane, dadar and chembur., project usp:- project is having all the amenities and it is located at very prime location., project rates as igbc platinum, eastern express highway is nearby, 100% power backup with residences, the society is well maintained with excellent connectivity to the eastern express highway and vikhroli railway station it offers amenities like a swimming pool gym playground and clubhouse security is strong with cctv and restricted access nearby there are schools hospitals and grocery stores transportation options are limited and the area faces poor road conditions high maintenance charges noise pollution parking issues power cuts and inadequate night police patrolling"
cardid73072435,"ganapatrao kadam marg high school upper worli, patil international school, lower parel railway station, currey road station, big bazaar, inox nakshatra mall, palladiumand mall, atria mall, sahakari bhandar, centurion, shobha hospital","club house, power back up, swimming pool, lift, security, park, reserved parking, visitor parking, maintenance staff, gymnasium, laundry service, rain water harvesting, water storage, waste disposal, fire fighting equipment, private terrace/garden, intercom facility, dth television facility, internet/wi-fi connectivity","designed by renowned architect i. kadri, attached servant rooms and bathrooms, close proximity to haji ali, mahalakshmi race course, nehru science center etc., unobstructed view of the race course and the arabian sea, luxury granite flooring in the living room and dining rooms, designer tile flooring in the remainder of the apartment, state-of-the-art modular kitchen and black granite platform, luxury bathroom fittings, digital cable, ethernet and wi-fi ready, 2 grand entrance lobbies for each tower, high speed elevators and car lifts, state-of-the-art automated fire fighting system, ample car parking for all residents with optional valet parking, reviews for this project are very limited in number but strongly positive in tone commenters describe the place itself as very nice and highlight at least one staff member md sanu in a favorable way one review also notes the project s location or visibility near the st regis hotel and a prominent tower no specific complaints or negative aspects are mentioned in the available feedback"
cardid72767231,,,
cardid72133537,"st. pius x college, oberoi international school, neet coaching (dr. maulini's classes), ram mandir railway station, borivali railway station, borivali railway station, dmart ready, oberoi mall, nesco it park, infinity it park, sanjay gandhi national park, nirlon knowledge park, apex multispeciality hospitals, ellait hospital, ashtavinayak hospital","club house, cafeteria/food court, bar/lounge, jogging and strolling track, outdoor tennis courts, power back up, swimming pool, lift, security, park, reserved parking, service/goods lift, visitor parking, maintenance staff, bank & atm, banquet hall, gymnasium, indoor games room, aerobics room, laundry service, piped gas, rain water harvesting, water storage, indoor squash & badminton courts, multipurpose courts, meditation area, waste disposal, conference room, fire fighting equipment, cycling & jogging track, private terrace/garden, intercom facility, kids club, dth television facility, flower gardens, ro water system, air conditioned, vaastu compliant, internet/wi-fi connectivity, outdoor tennis courts","marble flooring for living room, dining room, kitchen and all bedrooms, vitrified tiles for bathroom flooring, wash basin counters, vitrified tiles dado full height for bathrooms, vitrified tiles dado 2' high above kitchen platform, kitchen platform with stainless steel sink with drain board, aluminum powder coated windows, laminated internal flush doors, quality electrical switches, video door phone, branded cp fittings, split ac/vrv (optional), modular kitchen (optional), wardrobe (optional), luxurious  homes with forest views, sprawling  green township, next to sanjay gandhi national park, excellent metro and highway connectivity, built by l&t, backed by oberoi realty, imported marble and premium fittings, lifestyle and sports amenities, 5-star hotel and mall within complex, spacious layouts with scenic sundecks, peaceful yet close to business hubs, thakur village road -, western express highway -, upcoming metro station -, borivali station -, malad station -, kandivali station -, international airport -, domestic airport -, the society offers well maintained green spaces modern amenities and spacious apartments featuring a banquet hall swimming pool park and tennis court it has excellent connectivity to highways and metro stations with nearby luxury options like the meridian hotel and upcoming sky city mall traffic congestion inconsistent electricity backup and noise from the highway along with winter disturbances detract from the overall living experience"
cardid72624199,"government technical high school prabhadevi, st francis xavier's high school, ramanand arya dav college, kanjurmarg railway station, r city mall, huma mall, sahakari bhandar, dmart ready, dmart ready, p k das & associates, lodha ithink techno campus, godrej and boyce industry estate","power back up, swimming pool, lift, security, park, reserved parking, visitor parking, maintenance staff, gymnasium, rain water harvesting, water storage",the neighborhood boasts excellent public transportation quality medical services and a variety of shops within walking distance it combines traditional charm with modern amenities including diverse dining and recreational options while the community is clean secure and centrally located it faces challenges such as poor parking lot maintenance significant congestion during peak hours and pollution from high vehicle traffic
