id,nearest_mcp,amenities_mcp,features_mcp
cardid72181489,"maharashtra national law university, national institute of industrial engineering, ibs business school, gopal sharma memorial school, hiranandani foundation school, kanjurmarg railway station, dmart ready, empire plaza, galleria mall, galleria shopping mall, haiko mall, atl corporate park, powai supreme business park, deer park, m.c.g. nirvana park","club house, power back up, swimming pool, security, park, reserved parking, visitor parking, gymnasium, indoor games room, indoor squash & badminton courts, meditation area, fire fighting equipment, cycling & jogging track, flower gardens, outdoor tennis courts, early learning centre","ceramic flooring, cooking platform with granite top and built in sink having appropriate level of tiles dado., full glazed tiles, dado and flooring in bath with marble/ceramic and full dado in w.c., powder coated aluminium sliding windows, concealed copper wiring with appropriate light points, mini boiler / geyser., interior walls with o.b.d. paint., telephone point in each flat., tunga village provides a peaceful environment near powai lake and a metro station featuring abundant greenery essential amenities and affordable housing public transport is accessible but traffic congestion ongoing construction and dust pollution pose challenges water supply is inconsistent and security is a concern due to limited police presence the area lacks nearby malls and parks with the nearest metro station being a considerable distance away"
cardid73185499,,,
cardid73261571,,,
cardid59156003,"pes central school, bharati vidyapeeth english medium school, dp vidya niketan school, bharati vidyapeeth college of engineering, ymt college of management, upcoming- belapur metro station, belapur railway station (e), c.b.d belapur railway station (east), sector 7 metro station, kharghar sector 7 rbi colony metro station, ekta vihar shopping centre, kalpataru shopping complex, bhoomi mall, reliance smart, grablor.com, shelton sapphire, calibehr business support services pvt. ltd, navi mumbai municipal corporation, cotton corporation of india ltd, headquarter of konkan railway, dr abhijit kulkarni - best neurosurgeon in navi mumbai, brain surgeon",,belapur navi mumbai boasts excellent connectivity a mix of residential and commercial developments and ample shopping and dining options the area is well maintained safe and has good public transport it faces challenges such as heavy traffic parking disputes noise pollution poorly maintained sidewalks significant air pollution from nearby factories and strained local services leading to water shortages and slow maintenance
cardid47835583,,,
cardid69824021,,,
cardid72340301,"lokhandwala foundation school, thakur college of engineering, silica mulund, mumbai- best coaching class, st marys convent high school mulund west, malad railway station, kandivali railway station, mulund railway station, panch rasta, centrium mall, jawahar talkies, big bazaar, star market, nirmal lifestyles, infinity it park, nesco it park, nirlon knowledge park, ecstasy business park, business park","cafeteria/food court, swimming pool, indoor games room, indoor squash & badminton courts, multipurpose courts, kids play area, library, cycling & jogging track","living/dining: vitrified tiles, master bedroom: vitrified tiles, other bedroom: vitrified tiles, kitchen: vitrified tiles, toilets: anti skid ceramic tiles, balcony: vitrified tiles, electrical: concealed copper wiring, toilets: sanitary fittings, cp fittings, kitchen: granite platform with stainless steel sink, laminated flush door, powder coated aluminium sliding window, interior: paint, distemper, exterior: paint, distemper, kitchen: ceramic tiles dado, toilets: ceramic tiles dado, all residents with private decks, private paradise with only, lobby drop off lobby, 30 % open green space, amenities curated for all ages, phase 1 club house under completion, less than  from eastern express highway, thane railway station at, mulund railway station at, nahur railway station at, proposed sonapur metra station at, just  distance to fortis hospital, just at the distance of  is billabong high school, vivian mall is situated  away, just at the distance of  is the international airport, walking distance to upcoming metro station, thane commercial region is  away, piramal revanta offers a high quality living environment with its well planned construction and engaging possession experience while the welcoming staff and the thoughtful activities during the handover left a lasting impression there are concerns about certain aspects of construction quality and information transparency that potential buyers might want to investigate further"
cardid71984005,,,
cardid71593065,,,
cardid35031679,,,
cardid71562571,,,
cardid38019651,,,
cardid40911835,,,
cardid72893173,,,
cardid72335051,,,
cardid73051087,,,
cardid73060731," virar railway station, vasai road railway station, magnet mall, viva swastik mall, bandra kurla complex, range office, nesco it park, nirlon knowledge park, mindspace malad",,
